TRANSACTION_ID,CUST_ID,AMOUNT,TRANSACTION_TYPE,TRANSACTION_DATE,DESCRIPTION
2781,949,4295.61,Refund,2024-09-30,Refund for returned item
2782,7713,1078.25,Withdrawal,2023-10-09,Cash withdrawal from ATM
2783,430,1448.14,Refund,2024-02-15,Refund for returned item
2784,966,2630.06,Purchase,2025-02-11,Purchase from coffee shop
2785,5488,1236.75,Deposit,2023-12-04,Check deposit
2786,7063,3542.62,Withdrawal,2024-10-02,Cash withdrawal from ATM
2787,3759,771.67,Withdrawal,2024-04-03,Cash withdrawal from ATM
2788,6220,542.98,Purchase,2023-11-08,Purchase from gas station
2789,4471,1585.63,Payment,2024-12-15,Payment via cash
2790,7825,1399.9,Refund,2023-09-25,Refund for returned item
2791,4375,4894.52,Withdrawal,2023-11-06,Cash withdrawal from ATM
2792,2104,1514.67,Refund,2024-07-10,Refund for returned item
2793,795,3353.48,Purchase,2024-11-30,Purchase from clothing
2794,9593,4899.53,Withdrawal,2024-01-23,Cash withdrawal from ATM
2795,9404,4178.01,Refund,2024-03-10,Refund for returned item
2796,8768,595.45,Withdrawal,2024-01-12,Cash withdrawal from ATM
2797,3153,1982.22,Withdrawal,2025-07-18,Cash withdrawal from ATM
2798,9857,2594.77,Payment,2024-04-27,Payment via bank transfer
2799,5146,28.83,Refund,2024-01-04,Refund for returned item
2800,4992,1803.77,Payment,2025-05-21,Payment via cash
2801,9284,4043.59,Payment,2024-09-25,Payment via mobile app
2802,1294,1374.16,Purchase,2024-08-18,Purchase from grocery
2803,137,1760.51,Withdrawal,2024-01-30,Cash withdrawal from ATM
2804,8102,2689.93,Purchase,2023-11-28,Purchase from coffee shop
2805,1493,4822.79,Deposit,2024-11-27,Check deposit
2806,4616,3364.84,Deposit,2025-07-09,Check deposit
2807,2068,4962.11,Refund,2024-12-18,Refund for returned item
2808,1939,1839.37,Purchase,2025-04-20,Purchase from coffee shop
2809,6119,2223.36,Deposit,2025-05-11,Check deposit
2810,651,2144.61,Deposit,2024-02-21,Check deposit
2811,1448,4541.86,Withdrawal,2025-05-19,Cash withdrawal from ATM
2812,5875,1992.98,Payment,2025-05-13,Payment via cash
2813,7956,2177.35,Withdrawal,2024-02-27,Cash withdrawal from ATM
2814,3384,3587.47,Refund,2024-03-23,Refund for returned item
2815,1266,3429.78,Withdrawal,2024-06-22,Cash withdrawal from ATM
2816,3802,3431.25,Deposit,2024-10-13,Check deposit
2817,8406,4688.93,Withdrawal,2023-09-18,Cash withdrawal from ATM
2818,8594,3678.05,Payment,2024-01-30,Payment via credit card
2819,1641,3903.48,Refund,2025-01-06,Refund for returned item
2820,8501,1972.72,Purchase,2023-10-28,Purchase from coffee shop
2821,3625,1110.5,Deposit,2025-05-26,Check deposit
2822,6471,1791.74,Refund,2025-04-09,Refund for returned item
2823,8192,3677.59,Refund,2023-09-15,Refund for returned item
2824,9707,4205.07,Refund,2024-04-15,Refund for returned item
2825,9597,334.6,Withdrawal,2024-07-13,Cash withdrawal from ATM
2826,8444,989.26,Withdrawal,2025-04-06,Cash withdrawal from ATM
2827,242,800.39,Withdrawal,2024-09-19,Cash withdrawal from ATM
2828,2127,4216.66,Withdrawal,2024-04-01,Cash withdrawal from ATM
2829,2094,2131.51,Purchase,2023-12-02,Purchase from grocery
2830,5535,3638.04,Withdrawal,2025-04-09,Cash withdrawal from ATM
2831,9168,253.98,Purchase,2025-03-28,Purchase from coffee shop
2832,9047,3577.88,Withdrawal,2024-05-07,Cash withdrawal from ATM
2833,6835,1645.68,Payment,2024-01-13,Payment via bank transfer
2834,9783,546.54,Deposit,2023-08-13,Check deposit
2835,8048,917.11,Withdrawal,2025-04-02,Cash withdrawal from ATM
2836,4821,3922.66,Deposit,2023-10-25,Check deposit
2837,9917,4887.87,Deposit,2024-05-17,Check deposit
2838,6718,2520.37,Refund,2024-06-30,Refund for returned item
2839,4537,1359.09,Withdrawal,2025-03-16,Cash withdrawal from ATM
2840,2503,4952.63,Deposit,2025-07-21,Check deposit
2841,6362,2502.12,Purchase,2023-09-02,Purchase from gas station
2842,2794,1803.48,Deposit,2023-09-10,Check deposit
2843,7978,3042.64,Withdrawal,2025-05-01,Cash withdrawal from ATM
2844,2236,2427.84,Purchase,2024-08-08,Purchase from coffee shop
2845,7538,1040.48,Deposit,2023-11-06,Check deposit
2846,6711,1414.04,Purchase,2024-05-31,Purchase from clothing
2847,9448,4766.32,Purchase,2025-03-12,Purchase from online store
2848,7901,3956.66,Payment,2025-02-20,Payment via mobile app
2849,2664,2433.3,Refund,2024-05-27,Refund for returned item
2850,7094,200.24,Purchase,2024-02-11,Purchase from clothing
2851,5458,704.22,Withdrawal,2024-12-20,Cash withdrawal from ATM
2852,9068,4468.56,Withdrawal,2025-07-04,Cash withdrawal from ATM
2853,3831,1228.56,Purchase,2024-03-02,Purchase from electronics
2854,5334,1152.32,Deposit,2025-06-03,Check deposit
2855,7125,4994.23,Withdrawal,2025-05-04,Cash withdrawal from ATM
2856,1026,1447.18,Deposit,2024-01-03,Check deposit
2857,9337,736.28,Refund,2025-06-27,Refund for returned item
2858,2734,1820.62,Refund,2024-04-12,Refund for returned item
2859,2919,346.59,Withdrawal,2024-12-05,Cash withdrawal from ATM
2860,4351,228.16,Purchase,2024-10-16,Purchase from gas station
2861,1644,2002.25,Deposit,2025-07-22,Check deposit
2862,5286,4106.84,Withdrawal,2024-01-21,Cash withdrawal from ATM
2863,7858,4448.98,Purchase,2024-05-23,Purchase from electronics
2864,5219,3746.24,Deposit,2024-02-15,Check deposit
2865,4411,2895.77,Payment,2025-04-05,Payment via cash
2866,9250,3035.89,Deposit,2025-07-25,Check deposit
2867,8736,3247.75,Payment,2024-10-08,Payment via mobile app
2868,1453,2351.72,Deposit,2024-12-09,Check deposit
2869,2888,3203.17,Withdrawal,2024-04-13,Cash withdrawal from ATM
2870,9903,2785.02,Withdrawal,2025-07-02,Cash withdrawal from ATM
2871,6390,4599.13,Withdrawal,2025-02-20,Cash withdrawal from ATM
2872,7019,4255.47,Payment,2024-11-06,Payment via mobile app
2873,6728,2317.43,Purchase,2023-10-08,Purchase from grocery
2874,3047,2883.48,Refund,2025-04-13,Refund for returned item
2875,528,2563.29,Refund,2023-11-07,Refund for returned item
2876,1122,608.07,Purchase,2023-11-08,Purchase from gas station
2877,5460,57.48,Deposit,2023-09-28,Check deposit
2878,5929,2408.19,Purchase,2023-08-30,Purchase from coffee shop
2879,3198,3452.56,Payment,2023-08-12,Payment via bank transfer
2880,6304,4411.33,Refund,2023-10-24,Refund for returned item
2881,7898,3802.9,Purchase,2025-06-15,Purchase from online store
2882,142,3734.22,Payment,2024-04-22,Payment via credit card
2883,3215,4196.04,Purchase,2024-06-28,Purchase from electronics
2884,1252,346.05,Withdrawal,2025-01-05,Cash withdrawal from ATM
2885,9300,4897.54,Payment,2024-01-02,Payment via mobile app
2886,6551,4656.92,Purchase,2025-06-19,Purchase from coffee shop
2887,6074,4585.34,Payment,2024-05-22,Payment via bank transfer
2888,7085,3001.08,Purchase,2023-11-10,Purchase from gas station
2889,6363,3884.95,Deposit,2024-09-23,Check deposit
2890,6493,4558.36,Refund,2024-12-09,Refund for returned item
2891,3385,2888.75,Purchase,2023-08-19,Purchase from clothing
2892,7541,2313.96,Purchase,2024-01-22,Purchase from coffee shop
2893,5849,4762.23,Withdrawal,2025-01-16,Cash withdrawal from ATM
2894,6953,3442.83,Purchase,2024-07-15,Purchase from coffee shop
2895,6756,3762.56,Payment,2024-02-21,Payment via mobile app
2896,9025,2231.03,Withdrawal,2024-10-16,Cash withdrawal from ATM
2897,6385,3422.44,Payment,2024-12-22,Payment via mobile app
2898,5814,4812.7,Payment,2024-08-06,Payment via credit card
2899,6458,138.36,Withdrawal,2024-10-31,Cash withdrawal from ATM
2900,5272,4554.77,Refund,2025-03-15,Refund for returned item
2901,8088,4096.42,Deposit,2024-09-24,Check deposit
2902,9476,2244.52,Refund,2024-03-13,Refund for returned item
2903,9402,665.58,Purchase,2023-08-16,Purchase from clothing
2904,5072,1194.34,Payment,2024-05-15,Payment via credit card
2905,3659,4624.0,Payment,2024-04-13,Payment via bank transfer
2906,4722,4615.17,Payment,2025-03-19,Payment via credit card
2907,3436,414.88,Withdrawal,2024-06-14,Cash withdrawal from ATM
2908,2271,1774.89,Deposit,2023-11-24,Check deposit
2909,428,125.87,Withdrawal,2024-09-12,Cash withdrawal from ATM
2910,2364,369.9,Deposit,2024-04-10,Check deposit
2911,6878,1256.73,Withdrawal,2025-04-09,Cash withdrawal from ATM
2912,1062,3574.1,Purchase,2024-09-06,Purchase from electronics
2913,24,287.69,Deposit,2024-10-17,Check deposit
2914,7039,2914.47,Purchase,2024-10-11,Purchase from online store
2915,8793,4521.77,Withdrawal,2024-09-29,Cash withdrawal from ATM
2916,2834,4234.51,Refund,2024-11-27,Refund for returned item
2917,293,499.1,Purchase,2024-06-10,Purchase from grocery
2918,2723,4078.19,Refund,2024-09-15,Refund for returned item
2919,9633,4008.46,Withdrawal,2023-12-11,Cash withdrawal from ATM
2920,3575,667.97,Refund,2024-07-29,Refund for returned item
2921,2918,3638.39,Deposit,2024-07-11,Check deposit
2922,8079,3578.15,Deposit,2023-08-28,Check deposit
2923,8678,4808.56,Refund,2024-04-06,Refund for returned item
2924,2909,3581.87,Payment,2024-09-07,Payment via bank transfer
2925,6066,315.36,Refund,2025-06-21,Refund for returned item
2926,1214,2172.64,Refund,2024-01-09,Refund for returned item
2927,325,3924.21,Withdrawal,2025-01-28,Cash withdrawal from ATM
2928,223,201.62,Withdrawal,2024-10-10,Cash withdrawal from ATM
2929,9716,503.15,Withdrawal,2025-01-08,Cash withdrawal from ATM
2930,3411,3853.14,Refund,2023-11-19,Refund for returned item
2931,1041,2357.56,Refund,2023-08-10,Refund for returned item
2932,7049,3811.19,Purchase,2023-08-18,Purchase from clothing
2933,553,4036.75,Deposit,2023-12-20,Check deposit
2934,2748,2549.6,Refund,2024-02-23,Refund for returned item
2935,8321,1785.08,Payment,2025-03-31,Payment via credit card
2936,6905,4370.36,Payment,2024-12-09,Payment via cash
2937,3291,2648.72,Purchase,2024-08-05,Purchase from grocery
2938,194,1162.79,Deposit,2023-12-13,Check deposit
2939,6727,653.33,Deposit,2025-03-07,Check deposit
2940,7272,4519.24,Payment,2023-11-16,Payment via bank transfer
2941,8923,4275.3,Refund,2024-02-01,Refund for returned item
2942,8561,767.06,Refund,2024-05-03,Refund for returned item
2943,5041,1202.18,Refund,2023-09-29,Refund for returned item
2944,1877,1400.6,Refund,2024-07-19,Refund for returned item
2945,62,841.38,Deposit,2025-07-04,Check deposit
2946,9417,1727.36,Purchase,2025-01-12,Purchase from grocery
2947,2814,3742.38,Purchase,2024-11-20,Purchase from grocery
2948,9303,2158.16,Deposit,2024-01-31,Check deposit
2949,8936,2461.85,Refund,2023-12-04,Refund for returned item
2950,9206,875.48,Deposit,2024-11-24,Check deposit
2951,630,1513.03,Withdrawal,2023-10-05,Cash withdrawal from ATM
2952,1684,4670.54,Withdrawal,2025-06-08,Cash withdrawal from ATM
2953,8798,3332.06,Purchase,2025-07-26,Purchase from electronics
2954,7771,2780.53,Deposit,2023-11-06,Check deposit
2955,7780,2705.45,Withdrawal,2023-11-25,Cash withdrawal from ATM
2956,7466,4702.0,Withdrawal,2023-12-05,Cash withdrawal from ATM
2957,9729,2909.82,Purchase,2024-08-08,Purchase from clothing
2958,5141,4199.08,Withdrawal,2024-09-28,Cash withdrawal from ATM
2959,4579,3219.89,Deposit,2023-08-19,Check deposit
2960,5098,4813.44,Withdrawal,2025-03-09,Cash withdrawal from ATM
2961,4796,4885.37,Refund,2024-11-16,Refund for returned item
2962,2695,3746.09,Payment,2025-01-17,Payment via bank transfer
2963,2887,2529.91,Withdrawal,2025-01-18,Cash withdrawal from ATM
2964,1044,2578.29,Payment,2024-04-17,Payment via cash
2965,384,1036.07,Payment,2025-05-04,Payment via mobile app
2966,4965,3.25,Purchase,2025-06-18,Purchase from grocery
2967,636,1461.27,Refund,2024-06-06,Refund for returned item
2968,4260,4722.87,Refund,2025-03-19,Refund for returned item
2969,3426,1562.2,Refund,2024-08-22,Refund for returned item
2970,6868,3953.82,Payment,2024-09-30,Payment via credit card
2971,2769,4649.79,Refund,2025-01-25,Refund for returned item
2972,3874,1606.07,Deposit,2025-04-17,Check deposit
2973,3033,1122.54,Withdrawal,2024-06-20,Cash withdrawal from ATM
2974,1434,3911.25,Refund,2024-01-18,Refund for returned item
2975,7460,175.49,Payment,2024-06-07,Payment via bank transfer
2976,2106,2850.91,Withdrawal,2024-08-10,Cash withdrawal from ATM
2977,544,1615.47,Refund,2024-02-22,Refund for returned item
2978,2048,4432.82,Purchase,2024-01-13,Purchase from online store
2979,4619,1740.66,Refund,2025-05-04,Refund for returned item
2980,552,1800.72,Purchase,2025-01-13,Purchase from coffee shop
2981,2523,1563.35,Withdrawal,2024-01-27,Cash withdrawal from ATM
2982,3656,273.91,Deposit,2023-09-29,Check deposit
2983,9374,4622.21,Purchase,2024-04-20,Purchase from gas station
2984,6183,1262.56,Payment,2024-04-12,Payment via mobile app
2985,1697,1762.19,Withdrawal,2025-05-20,Cash withdrawal from ATM
2986,7153,4742.08,Refund,2024-02-06,Refund for returned item
2987,9357,685.55,Deposit,2024-02-16,Check deposit
2988,4086,4571.7,Deposit,2024-09-07,Check deposit
2989,52,4503.61,Payment,2025-01-23,Payment via cash
2990,5802,4985.97,Deposit,2024-11-15,Check deposit
2991,4675,1460.28,Withdrawal,2025-03-21,Cash withdrawal from ATM
2992,3956,4884.17,Payment,2024-07-15,Payment via cash
2993,395,2331.62,Withdrawal,2023-12-16,Cash withdrawal from ATM
2994,3,3067.9,Deposit,2024-03-11,Check deposit
2995,9716,2648.66,Payment,2024-11-15,Payment via credit card
2996,7712,1182.62,Payment,2023-10-14,Payment via bank transfer
2997,6230,2025.4,Payment,2023-11-01,Payment via bank transfer
2998,9039,3163.07,Purchase,2024-01-22,Purchase from grocery
2999,3156,1369.46,Refund,2024-01-25,Refund for returned item
3000,9749,2979.1,Purchase,2024-04-26,Purchase from online store
3001,5290,1546.95,Refund,2024-03-17,Refund for returned item
3002,1175,61.22,Purchase,2023-12-09,Purchase from gas station
3003,3638,2928.38,Refund,2024-12-04,Refund for returned item
3004,9777,2288.0,Deposit,2025-03-21,Check deposit
3005,9134,4944.31,Refund,2024-04-14,Refund for returned item
3006,80,900.75,Refund,2024-03-22,Refund for returned item
3007,6205,2571.65,Payment,2024-02-13,Payment via mobile app
3008,2274,2293.8,Purchase,2024-08-21,Purchase from coffee shop
3009,8409,296.8,Payment,2024-01-04,Payment via credit card
3010,2829,614.64,Purchase,2024-08-30,Purchase from electronics
3011,6311,2771.51,Purchase,2024-02-03,Purchase from electronics
3012,9028,1324.9,Payment,2025-04-19,Payment via credit card
3013,1085,1195.41,Refund,2024-01-04,Refund for returned item
3014,7233,625.59,Purchase,2024-03-03,Purchase from electronics
3015,8335,2823.41,Deposit,2023-11-23,Check deposit
3016,2694,1875.96,Refund,2024-08-26,Refund for returned item
3017,2913,1374.04,Purchase,2023-09-25,Purchase from coffee shop
3018,4556,3186.44,Purchase,2025-04-24,Purchase from clothing
3019,1322,3349.2,Withdrawal,2025-03-21,Cash withdrawal from ATM
3020,301,3353.79,Withdrawal,2024-09-07,Cash withdrawal from ATM
3021,686,807.18,Payment,2025-05-20,Payment via cash
3022,1729,3261.25,Refund,2025-02-16,Refund for returned item
3023,1506,4230.0,Withdrawal,2024-11-21,Cash withdrawal from ATM
3024,4469,3985.14,Withdrawal,2024-10-16,Cash withdrawal from ATM
3025,3594,2181.28,Payment,2025-05-01,Payment via bank transfer
3026,2283,3907.92,Payment,2024-01-10,Payment via mobile app
3027,216,3528.57,Deposit,2024-01-24,Check deposit
3028,7511,804.45,Withdrawal,2025-06-03,Cash withdrawal from ATM
3029,4163,692.61,Purchase,2024-01-20,Purchase from grocery
3030,2570,2233.49,Payment,2025-01-07,Payment via bank transfer
3031,8441,1762.19,Purchase,2025-02-13,Purchase from gas station
3032,2084,4283.38,Purchase,2025-05-02,Purchase from coffee shop
3033,4411,1043.14,Refund,2025-04-01,Refund for returned item
3034,7699,3134.34,Purchase,2025-06-26,Purchase from clothing
3035,2939,2456.11,Payment,2024-04-30,Payment via cash
3036,2928,4404.38,Refund,2023-11-16,Refund for returned item
3037,2117,1918.09,Payment,2024-10-24,Payment via mobile app
3038,5766,305.01,Withdrawal,2023-12-26,Cash withdrawal from ATM
3039,8001,3919.45,Payment,2025-01-30,Payment via mobile app
3040,3304,4973.15,Payment,2025-04-25,Payment via credit card
3041,225,579.23,Payment,2023-09-22,Payment via cash
3042,6094,4603.23,Deposit,2024-10-15,Check deposit
3043,3200,1615.95,Purchase,2025-02-19,Purchase from online store
3044,1950,938.93,Deposit,2025-05-19,Check deposit
3045,168,2461.89,Payment,2023-10-17,Payment via cash
3046,4987,845.42,Purchase,2024-05-14,Purchase from grocery
3047,473,3867.1,Refund,2024-10-05,Refund for returned item
3048,5691,1567.54,Payment,2024-11-19,Payment via cash
3049,2074,1328.23,Withdrawal,2025-02-24,Cash withdrawal from ATM
3050,382,1586.4,Purchase,2024-10-15,Purchase from coffee shop
3051,7467,398.28,Payment,2025-05-06,Payment via mobile app
3052,5842,247.43,Refund,2024-02-14,Refund for returned item
3053,9679,451.34,Deposit,2025-06-09,Check deposit
3054,1641,1371.45,Deposit,2024-09-29,Check deposit
3055,3850,1334.91,Withdrawal,2025-08-03,Cash withdrawal from ATM
3056,1991,3190.95,Withdrawal,2023-08-22,Cash withdrawal from ATM
3057,2108,403.29,Purchase,2023-09-04,Purchase from gas station
3058,3791,1641.8,Purchase,2024-03-12,Purchase from gas station
3059,7314,2547.97,Refund,2024-01-19,Refund for returned item
3060,2125,1917.7,Refund,2024-10-15,Refund for returned item
3061,3983,1649.3,Deposit,2025-03-09,Check deposit
3062,2640,3635.73,Payment,2023-10-28,Payment via mobile app
3063,4460,1879.79,Purchase,2025-01-17,Purchase from online store
3064,7875,1220.43,Payment,2024-11-30,Payment via credit card
3065,1936,2997.66,Purchase,2024-12-19,Purchase from online store
3066,7353,439.85,Deposit,2024-01-06,Check deposit
3067,2999,3248.51,Payment,2025-05-16,Payment via mobile app
3068,9836,2278.03,Purchase,2025-01-16,Purchase from coffee shop
3069,8221,1389.39,Refund,2024-10-01,Refund for returned item
3070,2869,2760.3,Withdrawal,2025-06-22,Cash withdrawal from ATM
3071,2139,4224.9,Payment,2025-07-22,Payment via bank transfer
3072,5596,776.08,Deposit,2023-09-06,Check deposit
3073,4748,934.56,Payment,2024-04-14,Payment via credit card
3074,5418,2267.01,Purchase,2025-01-10,Purchase from electronics
3075,8460,3100.85,Withdrawal,2025-01-26,Cash withdrawal from ATM
3076,5197,1004.76,Payment,2023-12-26,Payment via mobile app
3077,3966,2391.08,Withdrawal,2025-02-14,Cash withdrawal from ATM
3078,6485,4142.01,Refund,2024-02-27,Refund for returned item
3079,5897,4120.65,Withdrawal,2024-12-19,Cash withdrawal from ATM
3080,7616,2699.63,Withdrawal,2024-03-18,Cash withdrawal from ATM
3081,6784,1462.22,Deposit,2024-04-14,Check deposit
3082,5826,3784.31,Payment,2025-03-04,Payment via credit card
3083,8654,4717.81,Purchase,2025-07-12,Purchase from online store
3084,6455,3561.43,Payment,2025-06-09,Payment via cash
3085,2552,2922.04,Withdrawal,2025-07-24,Cash withdrawal from ATM
3086,5900,4731.81,Purchase,2024-09-05,Purchase from clothing
3087,5642,4922.39,Purchase,2024-10-01,Purchase from gas station
3088,9522,1421.53,Purchase,2024-06-05,Purchase from electronics
3089,3102,3499.38,Payment,2024-05-12,Payment via bank transfer
3090,9401,1788.53,Payment,2024-10-14,Payment via mobile app
3091,1792,3882.84,Purchase,2024-11-23,Purchase from online store
3092,7758,4630.83,Payment,2025-05-20,Payment via cash
3093,2196,1929.95,Withdrawal,2024-10-05,Cash withdrawal from ATM
3094,8492,717.8,Deposit,2023-09-07,Check deposit
3095,7150,1406.12,Purchase,2024-08-30,Purchase from gas station
3096,972,4108.88,Refund,2025-04-07,Refund for returned item
3097,3494,2132.14,Purchase,2025-05-06,Purchase from coffee shop
3098,9501,273.88,Payment,2024-08-26,Payment via credit card
3099,6201,4063.91,Payment,2025-01-04,Payment via credit card
3100,3421,2423.32,Payment,2025-04-24,Payment via credit card
3101,5598,1767.92,Deposit,2024-07-19,Check deposit
3102,9865,3661.82,Purchase,2025-03-20,Purchase from electronics
3103,9106,677.67,Purchase,2024-02-12,Purchase from electronics
3104,8685,3331.36,Deposit,2023-12-15,Check deposit
3105,9629,956.23,Purchase,2024-09-22,Purchase from coffee shop
3106,4882,686.81,Withdrawal,2024-01-28,Cash withdrawal from ATM
3107,5861,4028.63,Refund,2024-06-16,Refund for returned item
3108,6897,2115.24,Withdrawal,2024-11-06,Cash withdrawal from ATM
3109,5869,4851.14,Deposit,2023-10-07,Check deposit
3110,9683,171.23,Purchase,2023-10-26,Purchase from coffee shop
3111,2115,1279.94,Refund,2024-11-17,Refund for returned item
3112,7601,3955.27,Refund,2024-03-02,Refund for returned item
3113,6620,2061.1,Purchase,2025-01-08,Purchase from coffee shop
3114,2985,1518.1,Payment,2025-06-17,Payment via credit card
3115,1675,1636.06,Refund,2024-09-07,Refund for returned item
3116,2617,4007.01,Refund,2024-08-28,Refund for returned item
3117,5166,2229.93,Purchase,2024-03-25,Purchase from online store
3118,3006,2686.94,Withdrawal,2025-07-03,Cash withdrawal from ATM
3119,3584,4043.9,Withdrawal,2023-08-31,Cash withdrawal from ATM
3120,9103,2403.22,Deposit,2024-05-14,Check deposit
3121,646,260.01,Deposit,2025-04-23,Check deposit
3122,5945,1458.45,Payment,2024-11-04,Payment via cash
3123,1582,1472.84,Deposit,2024-11-11,Check deposit
3124,1464,4113.24,Refund,2024-05-02,Refund for returned item
3125,9127,1295.32,Purchase,2024-05-03,Purchase from gas station
3126,1159,3599.25,Deposit,2025-03-09,Check deposit
3127,4160,4544.78,Refund,2024-11-04,Refund for returned item
3128,3146,4168.63,Purchase,2025-02-25,Purchase from gas station
3129,6600,4225.03,Refund,2023-09-17,Refund for returned item
3130,6269,2645.68,Payment,2024-12-02,Payment via credit card
3131,7887,2307.97,Deposit,2024-07-10,Check deposit
3132,1806,3224.84,Purchase,2024-11-06,Purchase from clothing
3133,1646,757.25,Purchase,2024-03-17,Purchase from clothing
3134,685,1670.8,Purchase,2023-09-10,Purchase from online store
3135,4749,2318.57,Refund,2025-04-24,Refund for returned item
3136,8837,933.02,Purchase,2025-04-28,Purchase from grocery
3137,9310,3693.19,Refund,2024-02-26,Refund for returned item
3138,8491,710.95,Withdrawal,2023-12-28,Cash withdrawal from ATM
3139,458,2988.32,Purchase,2023-10-13,Purchase from online store
3140,6066,4137.06,Payment,2025-06-19,Payment via bank transfer
3141,3708,4396.49,Payment,2024-12-16,Payment via cash
3142,9095,4377.58,Withdrawal,2025-02-17,Cash withdrawal from ATM
3143,1865,4564.78,Purchase,2023-11-25,Purchase from clothing
3144,2286,1742.22,Withdrawal,2025-04-28,Cash withdrawal from ATM
3145,5469,3185.97,Deposit,2025-07-29,Check deposit
3146,2430,3738.0,Withdrawal,2023-12-09,Cash withdrawal from ATM
3147,2654,666.4,Payment,2024-04-21,Payment via bank transfer
3148,6429,27.83,Purchase,2024-10-08,Purchase from coffee shop
3149,4645,4379.7,Withdrawal,2025-01-05,Cash withdrawal from ATM
3150,6359,1488.18,Refund,2023-10-04,Refund for returned item
3151,5242,3990.13,Withdrawal,2024-03-08,Cash withdrawal from ATM
3152,1594,1909.82,Purchase,2023-11-21,Purchase from clothing
3153,4127,4926.33,Withdrawal,2024-08-15,Cash withdrawal from ATM
3154,7602,3534.17,Withdrawal,2024-01-10,Cash withdrawal from ATM
3155,971,1072.24,Payment,2024-04-17,Payment via mobile app
3156,3959,2019.46,Deposit,2024-05-21,Check deposit
3157,9770,3723.21,Purchase,2024-11-24,Purchase from online store
3158,7786,4205.65,Refund,2023-12-23,Refund for returned item
3159,2559,2891.48,Refund,2024-05-31,Refund for returned item
3160,1969,1649.56,Payment,2024-09-01,Payment via cash
3161,8818,3550.28,Payment,2025-06-01,Payment via cash
3162,9771,4185.3,Refund,2025-07-15,Refund for returned item
3163,6559,2739.65,Payment,2025-01-20,Payment via cash
3164,4114,330.24,Deposit,2024-05-09,Check deposit
3165,8070,782.84,Purchase,2023-10-11,Purchase from grocery
3166,2434,1275.4,Purchase,2023-10-18,Purchase from electronics
3167,8428,3663.48,Withdrawal,2025-01-21,Cash withdrawal from ATM
3168,9385,3594.31,Deposit,2024-08-09,Check deposit
3169,6550,1143.06,Deposit,2024-11-08,Check deposit
3170,3426,4836.84,Payment,2024-06-29,Payment via credit card
3171,5396,4635.72,Purchase,2024-05-19,Purchase from gas station
3172,7271,1341.1,Deposit,2024-08-24,Check deposit
3173,9612,642.26,Payment,2025-05-04,Payment via bank transfer
3174,9791,808.34,Payment,2023-08-27,Payment via bank transfer
3175,4509,4869.39,Purchase,2023-12-20,Purchase from electronics
3176,9469,2872.97,Withdrawal,2024-12-31,Cash withdrawal from ATM
3177,4311,9.9,Purchase,2024-01-30,Purchase from grocery
3178,7749,112.89,Withdrawal,2025-07-12,Cash withdrawal from ATM
3179,301,2347.92,Deposit,2023-08-20,Check deposit
3180,4199,1066.27,Purchase,2023-12-23,Purchase from clothing
3181,8209,3855.84,Deposit,2024-12-09,Check deposit
3182,3519,3228.1,Refund,2024-05-03,Refund for returned item
3183,3110,4206.86,Withdrawal,2024-06-03,Cash withdrawal from ATM
3184,6818,212.28,Payment,2024-04-25,Payment via cash
3185,2865,2665.94,Deposit,2024-08-09,Check deposit
3186,2953,1716.25,Deposit,2025-02-28,Check deposit
3187,9003,2418.78,Refund,2024-11-30,Refund for returned item
3188,800,4203.11,Withdrawal,2023-11-29,Cash withdrawal from ATM
3189,8947,1496.39,Payment,2023-09-20,Payment via credit card
3190,2616,2462.81,Deposit,2024-09-01,Check deposit
3191,421,625.19,Deposit,2024-04-02,Check deposit
3192,6697,2762.87,Withdrawal,2024-10-31,Cash withdrawal from ATM
3193,3551,976.58,Purchase,2025-01-02,Purchase from electronics
3194,1731,4587.37,Payment,2024-04-23,Payment via bank transfer
3195,8938,466.19,Deposit,2024-04-07,Check deposit
3196,286,2675.6,Deposit,2025-02-04,Check deposit
3197,6138,1918.26,Deposit,2025-01-21,Check deposit
3198,4583,4789.54,Payment,2023-11-02,Payment via credit card
3199,601,407.14,Purchase,2025-04-22,Purchase from online store
3200,8877,4235.35,Deposit,2025-03-05,Check deposit
3201,8248,823.99,Purchase,2024-03-26,Purchase from clothing
3202,8996,4916.99,Purchase,2023-09-24,Purchase from electronics
3203,339,1309.06,Payment,2023-12-04,Payment via cash
3204,2484,873.19,Payment,2024-01-22,Payment via bank transfer
3205,7333,3303.91,Deposit,2024-09-26,Check deposit
3206,3492,2302.91,Payment,2024-09-12,Payment via bank transfer
3207,7637,102.78,Payment,2025-04-24,Payment via credit card
3208,9974,2593.71,Refund,2025-04-13,Refund for returned item
3209,2518,609.74,Refund,2024-11-11,Refund for returned item
3210,5156,4457.86,Refund,2024-10-27,Refund for returned item
3211,9655,1574.44,Deposit,2024-10-05,Check deposit
3212,3348,3438.59,Refund,2024-09-19,Refund for returned item
3213,4464,2437.25,Deposit,2024-10-01,Check deposit
3214,7613,4929.57,Refund,2025-05-26,Refund for returned item
3215,7691,631.53,Deposit,2024-01-25,Check deposit
3216,8205,130.68,Refund,2023-11-30,Refund for returned item
3217,7542,1355.4,Withdrawal,2024-04-28,Cash withdrawal from ATM
3218,9101,196.34,Deposit,2025-06-05,Check deposit
3219,4213,2862.42,Payment,2023-10-18,Payment via bank transfer
