TRANSACTION_ID,CUST_ID,AMOUNT,TRANSACTION_TYPE,TRANSACTION_DATE,DESCRIPTION
1001,6365,6096.43,Debit,2022-07-16,Player chair deal business raise wind brother.
1002,2436,1249.41,Withdrawal,2020-11-01,Full stuff kind.
1003,2541,125.74,Withdrawal,2023-10-26,Reveal little back radio admit soldier.
1004,9246,6932.02,Refund,2023-02-06,Top then point discuss in off.
1005,5265,925.63,Deposit,2021-06-22,Yard full new represent key dark.
1006,185,5091.53,Withdrawal,2021-10-13,Attack environmental chance federal.
1007,4060,5218.39,Refund,2024-09-22,Guy source speech force high.
1008,2408,6696.64,Transfer,2025-03-25,Concern back state single.
1009,4867,6188.31,Deposit,2022-02-22,Individual whole every cold those.
1010,9759,7960.32,Refund,2024-10-04,Serious pull professor series miss.
1011,7635,5309.97,Refund,2023-06-25,Down attorney image break.
1012,5853,6787.93,Transfer,2020-08-27,Rest join huge commercial state since.
1013,134,4207.98,Credit,2023-12-09,Look church buy with play clearly.
1014,4693,1528.21,Credit,2020-12-10,Argue part responsibility boy lawyer.
1015,4733,4840.11,Credit,2022-04-04,Agent direction career answer.
1016,1377,9021.47,Credit,2021-01-27,Rate camera bill wonder.
1017,7851,2571.86,Debit,2024-04-07,Decade relationship heavy late lot.
1018,2865,5846.89,Credit,2022-01-22,Level economy score.
1019,9338,850.19,Debit,2023-06-05,Remember born agreement pattern beautiful hand sound performance.
1020,9914,1963.18,Withdrawal,2024-10-02,Season machine theory defense even stock believe.
1021,5225,6885.56,Refund,2024-03-30,Night Congress everybody project particular and cell.
1022,6529,6100.41,Deposit,2025-02-19,Instead population someone wind detail.
1023,1733,6748.9,Debit,2022-02-18,Fly marriage meet into small.
1024,3213,6532.7,Transfer,2023-05-04,Myself report conference.
1025,3722,1745.79,Refund,2021-08-23,Activity yourself opportunity material.
1026,8677,7630.53,Withdrawal,2024-08-31,Age accept past occur individual.
1027,6529,2767.86,Refund,2021-05-28,Tough bit along forward perhaps.
1028,6964,7336.28,Transfer,2023-12-28,State day environment sometimes suggest father.
1029,3832,2574.43,Refund,2025-04-05,Reality building total young himself many.
1030,1333,6627.55,Withdrawal,2023-06-27,Talk sometimes character research network property.
1031,4123,6880.95,Debit,2021-02-18,Nature often entire foot drop.
1032,5127,3970.23,Refund,2021-02-15,Report increase stuff that.
1033,9365,6228.84,Refund,2025-06-03,Mrs various age resource.
1034,6031,6104.47,Withdrawal,2024-03-18,For body stuff.
1035,1202,1785.27,Refund,2021-09-09,Military occur ahead fish PM material understand seat.
1036,3841,7740.32,Deposit,2022-08-03,Model window card hand.
1037,3755,6858.07,Transfer,2022-04-06,Into choose name Congress.
1038,9159,5340.75,Refund,2022-07-04,Product spring available these.
1039,6591,4969.47,Credit,2024-09-30,Maintain economy paper rate risk pattern sit.
1040,7613,198.73,Deposit,2022-11-26,Far difference style board hand particularly study.
1041,7693,4919.59,Refund,2025-06-13,Watch around interview around time tax region.
1042,2449,974.4,Deposit,2022-04-10,Strategy improve impact enter material.
1043,5772,171.64,Credit,2023-05-30,Reflect establish someone grow.
1044,5298,4936.86,Withdrawal,2022-03-03,Analysis trade however everyone moment paper.
1045,1541,3790.75,Deposit,2024-10-15,Assume bring program rise society learn simple.
1046,8352,9354.37,Deposit,2024-08-14,Hospital tell maintain onto officer anyone teacher.
1047,1976,2857.6,Transfer,2021-03-22,System article policy adult pretty expect.
1048,5665,8264.04,Credit,2024-03-02,Check might such sell home group.
1049,9509,3697.42,Refund,2022-03-03,How election interest father over.
1050,6567,2837.52,Credit,2025-01-01,Major try environmental learn success capital common.
1051,4018,8386.02,Withdrawal,2023-05-14,This hope region thought say.
1052,7686,6080.3,Refund,2024-09-25,Church simply white development gas speak force win.
1053,6781,3404.1,Refund,2021-10-10,Center movie environmental challenge create.
1054,9983,9973.74,Transfer,2023-12-27,Write among leave collection myself coach spend in.
1055,3693,9369.64,Credit,2023-08-21,Assume place record carry race decision.
1056,2040,3121.03,Refund,2024-04-15,Everybody five win without share once Congress.
1057,3492,3283.78,Debit,2024-09-28,Write might reach meeting look.
1058,4523,3425.87,Credit,2021-12-29,Indicate company own.
1059,5486,2427.97,Debit,2024-02-15,Laugh region alone art nice.
1060,1599,9210.19,Credit,2022-12-24,Teach none radio line specific join.
1061,1397,7679.91,Transfer,2024-01-01,Focus million traditional case.
1062,6710,6520.48,Debit,2024-05-03,Authority whole with land will perhaps remain.
1063,8868,6317.11,Transfer,2023-12-29,Half market bar cell health reveal school whose.
1064,4989,2613.8,Withdrawal,2023-05-03,Hot account begin story method many.
1065,8919,1302.78,Withdrawal,2020-10-10,Check yet show than study time just.
1066,9432,9463.88,Debit,2021-05-15,Ground they town eight evening decide hold.
1067,6223,3377.93,Debit,2021-02-04,Or herself hour purpose.
1068,3005,6846.97,Transfer,2022-08-19,Daughter toward bag relationship human get.
1069,7008,1043.86,Refund,2022-07-12,Step easy network style.
1070,5880,9442.89,Transfer,2022-07-18,Almost Democrat nothing network.
1071,9745,4874.99,Debit,2023-04-07,And chance second want very where focus call.
1072,2324,6005.52,Refund,2023-08-27,Energy arrive protect imagine once position raise.
1073,6667,4913.67,Withdrawal,2024-05-04,Anyone few by office.
1074,5919,4258.87,Transfer,2025-02-15,Product its above always course.
1075,684,8548.66,Deposit,2024-05-19,Soon continue similar risk short.
1076,3290,9719.33,Credit,2023-07-30,She again nature kind sing friend hair mind.
1077,3625,7429.95,Debit,2021-02-18,Role outside station phone employee population down professional.
1078,4564,5749.8,Deposit,2023-09-12,Step oil former investment room allow so.
1079,6941,678.87,Debit,2025-03-26,Claim analysis side research.
1080,5586,5059.12,Refund,2021-04-03,School agreement those stuff course.
1081,4305,9793.37,Refund,2023-06-30,Ever make however cup far defense wish.
1082,8567,2731.18,Credit,2024-07-12,Rise hundred worry run range people.
1083,8042,3856.64,Credit,2023-09-02,Yeah year citizen kitchen local.
1084,8297,742.81,Transfer,2020-09-25,Place treatment on pull technology.
1085,5209,88.23,Withdrawal,2025-07-14,Contain fact scientist trip position outside family.
1086,1230,9540.95,Debit,2023-06-26,Whether institution themselves heart.
1087,8628,9795.79,Withdrawal,2023-03-03,Goal player happen throw cause.
1088,8604,1448.94,Withdrawal,2020-11-13,Individual cup word decide past gas sit.
1089,5054,9975.32,Deposit,2021-11-02,Congress side others.
1090,3884,4752.3,Debit,2024-12-23,My others save special worker happen poor.
1091,7238,1262.01,Refund,2024-11-12,Degree father analysis item employee next but would.
1092,5817,9208.9,Refund,2021-06-09,Focus order indicate return station parent common.
1093,219,9323.24,Transfer,2025-02-27,Thus two suffer may who follow sell.
1094,72,9726.34,Refund,2023-03-02,Collection along water thank just tree.
1095,7096,9948.14,Credit,2024-10-29,Responsibility she size necessary head girl.
1096,970,7150.65,Transfer,2022-09-10,Item camera once door heart let.
1097,7486,3813.8,Deposit,2025-03-13,Stand imagine ground example.
1098,7602,2010.12,Deposit,2024-08-13,On truth just head important popular.
1099,4330,8092.59,Credit,2024-08-21,Stage include black stay who whom image.
1100,6369,9696.62,Deposit,2020-09-04,Main southern marriage with protect until.
1101,8288,1350.42,Debit,2021-06-19,North her or.
1102,2502,5406.91,Debit,2021-02-03,Bad join push top stuff everyone station.
1103,8748,1511.23,Credit,2025-06-05,Response thus cut to.
1104,3737,1799.55,Deposit,2023-07-10,Investment middle describe determine need.
1105,4307,4668.14,Deposit,2021-02-04,Including a doctor early major.
1106,7128,7420.07,Credit,2020-10-21,Success tonight fish chance cell easy out sister.
1107,2643,8462.22,Credit,2023-03-15,Director million every firm.
1108,4712,5787.74,Withdrawal,2025-01-25,Close form but operation down they.
1109,5521,7124.28,Refund,2023-01-12,Common right under place.
1110,809,881.06,Debit,2024-03-02,Executive add song reveal possible thank sell.
1111,9526,7638.69,Deposit,2024-12-21,Itself really evening detail these.
1112,7610,5649.18,Refund,2020-11-14,Vote character whole attention.
1113,770,5957.01,Debit,2022-11-18,Camera save check benefit.
1114,6171,4025.15,Debit,2021-07-16,Tonight pattern indicate decade loss.
1115,7769,8295.86,Deposit,2023-05-18,Medical arrive about challenge help.
1116,5036,3098.95,Debit,2023-03-09,Difficult positive politics sell leg training.
1117,1226,9367.23,Transfer,2024-05-07,Address begin forget skin language director third.
1118,3156,3353.8,Refund,2021-12-22,Ask manager program baby no actually must much.
1119,1021,2813.33,Debit,2022-08-13,Opportunity well glass beyond.
1120,9036,5178.21,Deposit,2020-10-21,Situation serve whom month.
1121,6341,4665.88,Refund,2021-09-05,Rate seat Mrs suggest.
1122,7066,5057.84,Refund,2023-05-05,Produce when hot before reflect possible current.
1123,5465,4095.72,Transfer,2020-09-22,Firm its health school.
1124,2981,10.7,Debit,2024-09-23,Discuss left economy.
1125,5432,8058.63,Debit,2021-10-21,Center affect former knowledge order technology get reach.
1126,4696,4031.45,Deposit,2022-04-17,Middle policy exactly forward seek difficult something.
1127,8080,5329.44,Refund,2024-04-24,Fast keep black throw.
1128,9547,1986.71,Transfer,2023-01-12,Imagine science big work size body.
1129,7991,4411.83,Deposit,2024-05-11,Factor smile section father visit.
1130,7995,2077.5,Debit,2023-09-02,Degree common later court remember everybody style exist.
1131,7459,1097.36,Withdrawal,2024-09-14,Soon population everybody south leg political.
1132,7768,9305.88,Debit,2022-12-04,Agree lawyer move nothing during land right.
1133,9636,6278.7,Deposit,2023-04-25,Big answer expert method.
1134,4869,6018.3,Credit,2021-12-20,Spring not five onto.
1135,2217,3654.85,Credit,2021-07-02,Any eight sing be.
1136,7558,7577.99,Refund,2024-05-12,Coach total rest last cost let us.
1137,3887,7793.66,Withdrawal,2024-03-28,Sound hair visit news.
1138,8745,2443.92,Transfer,2021-01-07,Garden important list.
1139,2131,9714.3,Debit,2025-04-10,Pay focus tend specific role draw.
1140,8463,8947.35,Deposit,2025-05-26,Account feeling between.
1141,1825,5624.18,Withdrawal,2025-05-15,Name against party ten pretty PM.
1142,8506,5620.42,Refund,2021-03-21,List read either animal walk material those.
1143,8481,7134.62,Transfer,2024-01-15,Drop night person voice thank theory natural.
1144,8602,2175.73,Debit,2023-05-30,Bill know this company.
1145,1519,1965.54,Transfer,2020-08-17,Boy central end professor.
1146,1801,953.36,Debit,2024-09-11,Oil half current model step.
1147,836,8082.32,Withdrawal,2021-03-26,Technology last phone Mr a successful answer feel.
1148,5907,4012.85,Deposit,2022-11-12,Eat fine training some garden trouble.
1149,7455,7445.89,Refund,2025-04-04,Those send century environment.
1150,186,9249.26,Withdrawal,2025-06-08,Than enjoy ball.
1151,6807,5853.81,Transfer,2022-01-07,Matter small PM open.
1152,2207,2914.45,Credit,2024-05-30,Strategy whole grow magazine look task behavior.
1153,995,137.27,Transfer,2021-09-27,Along one bit size.
1154,3935,9714.93,Transfer,2022-02-01,Issue car treatment health law edge leg.
1155,5554,4889.65,Deposit,2024-06-20,Send then response.
1156,3865,2254.97,Debit,2022-02-20,Security home hold.
1157,5227,7436.23,Credit,2021-04-19,His anything begin safe main if.
1158,7669,242.48,Refund,2023-04-20,Among safe short spring effect.
1159,2195,6299.44,Refund,2023-07-31,Television become imagine all.
1160,8417,7845.82,Refund,2025-02-04,Painting standard relate return before.
1161,7845,5134.15,Withdrawal,2022-02-14,Tree note experience charge.
1162,9315,9986.93,Withdrawal,2024-09-07,Safe particularly stock term election situation.
1163,8818,8441.62,Credit,2022-01-10,Couple song marriage after play generation fight.
1164,6306,7343.31,Debit,2024-05-15,Voice no day.
1165,7294,3232.75,Withdrawal,2023-11-20,Group look stock hit safe.
1166,6641,3796.3,Transfer,2021-08-11,Story democratic put get move involve enter.
1167,5057,9988.16,Deposit,2023-08-11,Rock consumer mean fund defense.
1168,3658,1001.0,Transfer,2023-07-31,No city explain stop.
1169,5893,7332.97,Debit,2020-12-31,From particularly especially member remain half decide.
1170,9265,1774.31,Refund,2024-10-19,Set various Republican claim.
1171,8624,7115.49,Credit,2021-08-17,Head opportunity keep.
1172,2683,6534.18,Transfer,2020-11-23,Finally remember name friend air and line.
1173,7773,7796.29,Debit,2021-02-26,Seem town sport foreign.
1174,991,1633.57,Credit,2025-06-14,Service ready small resource tonight.
1175,173,6539.92,Credit,2021-04-09,Alone who have trial try.
1176,803,3408.2,Withdrawal,2022-10-20,Natural house so expert young must.
1177,4560,9541.32,Refund,2023-02-28,College can doctor.
1178,4273,250.94,Withdrawal,2025-01-24,National road green cost include no never.
1179,2915,2752.59,Debit,2020-11-24,Sort court senior hotel.
1180,1581,2813.33,Refund,2024-04-15,Case the visit sing.
1181,3779,4595.93,Debit,2021-12-01,Image member Republican mean available develop bed.
1182,4542,6624.52,Withdrawal,2020-10-28,Middle ever receive material right.
1183,3233,6695.99,Refund,2023-12-24,Build summer build difference suddenly deal.
1184,7191,1326.62,Refund,2021-11-01,Start all sport expert all management.
1185,4140,3034.89,Debit,2023-09-23,Mission knowledge member special likely.
1186,1184,2677.58,Withdrawal,2020-08-26,Decision yes capital set.
1187,6464,3972.13,Refund,2024-10-15,Head let sort case become two today wide.
1188,8473,2026.14,Deposit,2023-10-18,May hair gun.
1189,498,1229.56,Debit,2021-04-28,Everybody film democratic fine popular behavior.
1190,4018,4623.33,Deposit,2023-05-30,Consumer less practice board middle general want.
1191,3541,5233.92,Transfer,2025-06-18,Each we upon act ten indicate wonder.
1192,2893,7056.19,Refund,2023-04-25,Hour expert way painting professor.
1193,4267,451.5,Transfer,2021-09-14,New either growth indicate then able no.
1194,6156,1271.46,Debit,2021-08-14,Well lose who through administration fire key.
1195,4792,6804.09,Debit,2022-12-11,My hope relate read.
1196,91,1041.62,Credit,2021-03-05,Civil form explain sing agree capital choice.
1197,4388,3431.67,Debit,2021-03-03,Think once father.
1198,5501,7781.27,Debit,2022-08-13,Happy shoulder win improve.
1199,1761,41.4,Refund,2020-08-27,Like our case phone score remain.
1200,535,3736.42,Credit,2020-12-15,Dinner point alone require each machine.
1201,2995,1212.43,Debit,2020-10-27,Experience style project agreement agreement eat.
1202,6678,9431.4,Refund,2022-03-05,Agree identify approach market example.
1203,1798,822.45,Transfer,2022-02-04,Somebody will program become point.
1204,7330,9631.0,Withdrawal,2020-09-06,Friend able option wrong structure culture.
1205,743,5421.61,Credit,2024-03-25,Team why write sign challenge.
1206,6920,6931.45,Refund,2023-03-12,Society citizen few out.
1207,8822,7381.51,Withdrawal,2022-03-03,Then program something price activity compare.
1208,7495,679.03,Withdrawal,2024-10-16,Week management action kid write forget within sign.
1209,4396,2069.5,Credit,2025-05-26,Follow run both couple increase.
1210,7378,9383.62,Credit,2024-07-09,Too choice everybody offer day draw history.
1211,2888,3202.26,Transfer,2024-11-20,Approach century course phone kitchen pressure color.
1212,4060,5373.61,Debit,2021-09-02,Way skin special life conference.
1213,6980,8266.97,Transfer,2025-05-03,Ten take probably any success truth.
1214,322,3212.34,Transfer,2022-01-31,One three read risk fast.
1215,1702,9088.07,Withdrawal,2024-03-10,According pass reason wear carry nor.
1216,6830,4750.3,Withdrawal,2023-03-15,Item middle no sea style reason.
1217,7017,9054.1,Deposit,2024-02-04,Notice still else early artist.
1218,3486,6387.01,Withdrawal,2021-09-03,Hit wear war else well draw.
1219,6320,1041.89,Debit,2022-05-05,Authority but anything statement least believe past.
1220,5037,4698.89,Deposit,2020-09-04,Election challenge area reduce American toward.
1221,3683,3284.04,Credit,2024-02-07,Artist land bring which.
1222,8975,1327.76,Refund,2024-04-20,Car remember despite feel.
1223,4676,8461.36,Credit,2022-10-10,Research office common cause.
1224,5401,6572.19,Withdrawal,2021-06-05,Base case ahead.
1225,3046,6582.89,Debit,2023-07-07,Possible company mother.
1226,1335,5804.4,Withdrawal,2024-12-14,Question middle name identify figure.
1227,3371,5695.59,Debit,2023-09-18,Stage article how find out knowledge condition.
1228,7228,6140.04,Deposit,2022-11-04,Hundred support identify chance weight pretty.
1229,7147,8831.24,Deposit,2025-05-05,Eight they eight.
1230,8279,923.21,Deposit,2024-06-26,Fly story computer argue against rock.
1231,6404,2347.09,Refund,2022-04-23,Yard blood Mrs stay fish collection.
1232,7934,4153.38,Deposit,2021-05-17,Police example boy pretty suffer.
1233,551,3028.03,Withdrawal,2024-01-13,Mention ahead artist sea analysis fight manage.
1234,9806,7787.59,Deposit,2022-03-23,Personal church among staff field small.
1235,9932,4184.63,Deposit,2024-09-06,Education continue doctor allow.
1236,9366,261.24,Withdrawal,2024-02-05,Positive bag never early pattern nature.
1237,3162,5663.99,Refund,2021-05-26,Picture future worker almost air yard build.
1238,5432,1187.98,Deposit,2023-11-10,Attorney professional almost world bar wife forward make.
1239,6746,4584.44,Transfer,2023-09-16,Body meet service scientist buy soon such.
1240,4490,6590.61,Credit,2022-01-09,Realize under author win song.
1241,9224,3161.67,Withdrawal,2023-08-23,Brother people though.
1242,7701,2766.52,Deposit,2025-04-09,Explain on public father me guy door daughter.
1243,6333,141.63,Debit,2022-11-16,Continue moment stock out fly least long.
1244,3083,1103.42,Transfer,2024-07-01,Base put lawyer feel suddenly oil trade.
1245,1967,5282.31,Credit,2020-11-29,Live produce particular even information life.
1246,3419,3233.14,Withdrawal,2024-04-02,Marriage for white.
1247,9173,6370.03,Withdrawal,2025-02-21,National thought here sport piece more wall.
1248,3552,2577.3,Withdrawal,2022-11-23,Friend of hard focus.
1249,4717,8483.67,Debit,2023-02-15,She rule easy admit top million.
1250,7847,8817.63,Deposit,2022-10-16,Guess far century result.
1251,553,8492.72,Deposit,2024-05-17,Able place large sport myself team own.
1252,6033,2711.45,Credit,2022-02-26,Sit hospital late together.
1253,3542,9046.06,Deposit,2022-01-18,Policy only career give water visit.
1254,8743,4490.45,Credit,2020-10-25,Open rest appear skill decade believe until.
1255,8822,8179.69,Refund,2024-06-02,Stage discover personal address.
1256,9481,6861.67,Deposit,2022-02-04,Hair especially key.
1257,4201,5212.42,Debit,2024-09-15,Democratic Democrat see certain style listen.
1258,1655,6212.66,Credit,2023-05-02,Cover husband station across measure former similar.
1259,3523,9655.58,Refund,2024-03-22,Feel onto pull.
1260,2006,9962.67,Refund,2024-01-15,Away role idea daughter.
1261,8994,9445.58,Credit,2024-08-23,Kind into move.
1262,3622,740.75,Transfer,2023-11-16,Particular theory prepare movement although.
1263,723,6257.9,Withdrawal,2024-11-21,Debate risk investment party reach study take.
1264,1391,2999.19,Withdrawal,2020-11-07,Quickly ever security eye produce.
1265,8033,1489.31,Withdrawal,2024-04-25,Possible consumer behind nearly add understand.
1266,8107,9240.88,Credit,2023-04-10,Teach entire stand drive food born.
1267,2067,4883.6,Refund,2024-11-03,Not media affect market unit industry nature.
1268,2784,6890.07,Debit,2025-01-09,Agree eight safe reflect summer human health.
1269,6533,1341.85,Transfer,2021-04-02,Federal land adult send protect.
1270,2102,3003.95,Transfer,2023-08-16,Buy however money human first they respond.
1271,7608,349.95,Withdrawal,2024-12-17,Image certain arrive body market.
1272,8825,9318.22,Credit,2020-08-07,Government many matter appear space onto.
1273,3122,5759.64,Deposit,2024-08-20,Treat push I prevent fill this type center.
1274,2488,6429.67,Deposit,2024-01-29,Laugh successful heavy.
1275,5092,4374.21,Transfer,2021-05-11,Interest traditional upon current price society.
1276,4380,854.67,Debit,2021-05-07,Executive support week raise manager.
1277,6183,2554.45,Refund,2022-08-23,Item address prepare fire.
1278,4498,7265.65,Withdrawal,2025-06-24,Cause message field your.
1279,8658,3840.36,Transfer,2025-03-30,Music perhaps scientist do left loss middle apply.
1280,9099,1347.09,Debit,2021-11-27,Argue at whole direction effect.
1281,9102,5676.17,Refund,2023-02-26,Pretty glass improve.
1282,2863,7771.92,Refund,2024-04-10,Company personal minute while environment consumer again.
1283,5688,5956.07,Deposit,2023-05-02,Particular lose ready window prove experience probably visit.
1284,7294,4301.98,Credit,2024-02-27,Food peace experience item get brother.
1285,6586,655.11,Debit,2020-11-14,Trade base clearly real remember mission.
1286,6198,2294.91,Withdrawal,2024-09-15,Congress quality appear adult person.
1287,865,1406.48,Refund,2021-06-05,Use local establish control coach writer.
1288,4717,5746.79,Transfer,2023-05-21,Own cover expect clearly future gun card.
1289,4880,1253.38,Refund,2020-11-15,Understand concern that modern hot.
1290,6595,2654.87,Withdrawal,2021-03-06,Almost yeah unit morning.
1291,2488,6677.4,Debit,2021-04-30,Vote eat know reduce recognize together.
1292,2836,4687.76,Refund,2021-03-08,This seat wear away relate.
1293,4120,7744.62,Transfer,2025-04-17,Occur week decade while rest out.
1294,5835,5728.07,Debit,2024-02-19,Consider notice feel should book.
1295,9969,9840.16,Debit,2025-03-28,Field you amount character herself.
1296,100,4588.56,Debit,2021-03-25,Strong deal piece PM difficult fish official war.
1297,1,8635.25,Transfer,2022-03-02,Rule off spend reduce door.
1298,3107,201.77,Withdrawal,2023-04-03,Project since national decision.
1299,1993,6411.66,Transfer,2020-12-08,Could doctor year lead happy.
1300,4051,5080.23,Credit,2025-05-23,Customer dinner hope visit.
1301,4669,4123.2,Withdrawal,2020-09-04,Within yeah class window.
1302,2577,2133.83,Transfer,2023-05-06,Add with young involve.
1303,130,7941.23,Credit,2024-10-05,Above do stuff cup American.
1304,208,3933.47,Transfer,2022-06-06,Somebody green try any heavy join.
1305,8613,2468.63,Refund,2021-03-25,Value employee better pattern open break career car.
1306,6835,3103.0,Withdrawal,2022-12-18,Direction some recognize general.
1307,5837,1251.61,Transfer,2020-12-25,Realize difficult war stage.
1308,9333,7048.2,Deposit,2025-06-09,I answer lot social board traditional medical.
1309,5569,4042.58,Transfer,2021-05-03,Wonder economic sound economy democratic recognize.
1310,7807,6923.82,Credit,2021-02-14,Consumer attorney try.
1311,7455,3051.14,Credit,2025-02-05,Course happy hope.
1312,6471,9441.7,Withdrawal,2023-05-13,Very assume appear suggest.
1313,4315,1005.34,Refund,2021-06-20,Trade sometimes rise hope.
1314,2806,6842.96,Deposit,2023-05-21,Chair sometimes way lawyer finally.
1315,6200,7492.66,Debit,2022-04-15,Foreign two beyond rest.
1316,1991,6518.68,Credit,2020-10-24,College magazine hit audience institution material court.
1317,6988,1384.44,Refund,2025-03-13,Catch office show laugh own.
1318,611,9922.73,Refund,2021-07-15,Decide such manage page.
1319,928,7975.52,Credit,2020-10-25,Strategy story drug about.
1320,4661,6797.85,Credit,2024-01-04,Human receive get.
1321,2703,9562.85,Transfer,2021-12-09,Opportunity so appear.
1322,1444,7970.03,Transfer,2020-12-14,Later song modern hospital amount marriage mouth.
1323,5796,2251.1,Deposit,2020-08-16,Scene growth follow defense.
1324,4143,1549.69,Transfer,2024-01-16,Enter billion along agent ability within.
1325,9462,8398.12,Deposit,2023-07-19,Year matter season through moment serious.
1326,6287,8244.14,Debit,2022-06-02,All support store.
1327,5395,9874.99,Withdrawal,2023-01-13,Health approach building work difficult appear.
1328,2603,6061.42,Withdrawal,2020-12-09,Decade low grow particular information.
1329,8663,1841.88,Withdrawal,2025-02-22,Record evening night house smile.
1330,32,5990.63,Debit,2021-11-25,Edge pass degree occur various information.
1331,8334,7925.28,Deposit,2023-11-04,Soon century leave use.
1332,1184,4825.16,Transfer,2025-04-22,Yard poor civil image especially box find.
1333,5821,613.48,Refund,2023-04-05,Accept somebody red word blue hot.
1334,8074,1617.74,Debit,2020-10-24,Guy these American nearly herself marriage pay.
1335,4823,680.79,Refund,2021-03-15,Deep child foreign security answer product.
1336,3898,5344.96,Credit,2023-10-20,Design head view scene heavy something.
1337,5980,6668.96,Transfer,2021-11-05,Grow care life our production throw.
1338,6546,1923.97,Transfer,2022-05-11,Address left near local young state.
1339,5656,5898.02,Credit,2025-03-19,Benefit her those everything.
1340,1743,3881.66,Withdrawal,2023-04-06,Effect suffer new.
1341,6872,6193.93,Debit,2024-01-21,Goal to record feel.
1342,232,9804.44,Credit,2024-01-14,Develop raise huge democratic change something.
1343,7693,996.03,Debit,2025-02-10,Positive environmental but service.
1344,300,1356.55,Deposit,2022-04-24,Help number author brother.
1345,1077,8164.35,Refund,2023-02-22,Surface million tough need project early.
1346,7186,2444.06,Deposit,2021-01-16,Former we back job remain bag top shake.
1347,7358,8822.52,Withdrawal,2021-11-03,Report no suffer suggest.
1348,8721,5638.85,Deposit,2022-02-25,Home section part case.
1349,8693,189.51,Debit,2025-01-11,Off marriage popular direction two back law.
1350,4619,6390.77,Withdrawal,2021-11-26,Box administration course score blood third before.
1351,3228,9570.54,Withdrawal,2021-04-10,Morning professor range.
1352,7883,6258.18,Transfer,2021-01-12,Environment seven school citizen.
1353,3680,5855.12,Withdrawal,2024-05-07,End relate conference.
1354,116,3412.26,Withdrawal,2022-07-08,Really local follow out check specific.
1355,8191,6117.38,Debit,2023-07-06,Mission hour bed sound movie save.
1356,8684,501.17,Withdrawal,2025-01-25,Wish mouth agency.
1357,439,2930.15,Refund,2022-01-03,Leader character house building view similar.
1358,6402,5201.04,Debit,2024-04-16,Table serious meeting research spend yourself.
1359,8670,431.61,Debit,2021-08-07,To group benefit.
1360,3460,1999.74,Withdrawal,2022-08-28,Interesting everybody bank need.
1361,3874,6198.25,Debit,2024-05-14,Society produce what morning relationship phone.
1362,9458,5584.33,Debit,2024-03-30,Effort eat ago ahead room.
1363,3217,7243.8,Credit,2021-04-05,City push subject both reach thought lay.
1364,9387,1478.99,Deposit,2020-10-23,Military apply race air consumer.
1365,511,2445.48,Transfer,2021-11-09,Social line chance once run indeed.
1366,9299,6748.12,Debit,2025-01-01,Test stop table stop join.
1367,3299,6031.0,Transfer,2021-12-14,Shake right thing seek side allow.
1368,1434,3900.69,Credit,2023-03-05,Firm kitchen such whole.
1369,1835,6226.78,Refund,2022-12-22,War ability three anyone light cell.
1370,8915,7045.91,Transfer,2023-07-15,Health medical fact sure continue against have.
1371,9396,3529.39,Transfer,2024-03-02,Stage economic maintain agree Republican.
1372,2022,4704.69,Debit,2020-08-18,Sound detail democratic huge.
1373,6196,1113.18,Credit,2021-01-16,Cold ready bad recently wrong.
1374,6506,1946.22,Transfer,2021-12-28,Agent ability common continue fact.
1375,2941,7110.33,Debit,2023-06-11,Game quality bit parent moment.
1376,640,8200.49,Credit,2023-11-27,Glass character bad child.
1377,7983,8891.22,Refund,2021-03-20,Be fast else order identify finish.
1378,7819,5066.38,Debit,2023-11-21,Generation everyone paper who performance newspaper.
1379,89,1798.73,Deposit,2022-12-08,Tonight just stock listen teacher woman student.
1380,7528,2248.93,Withdrawal,2022-05-27,Amount direction leg down alone result.
1381,3398,7827.27,Transfer,2025-03-27,Have really present throw drug least near.
1382,3312,5800.16,Transfer,2024-02-10,Officer strong these their.
1383,4284,8620.41,Credit,2021-06-12,Stuff TV if crime care.
1384,9252,372.93,Transfer,2020-12-06,There strategy news live same back.
1385,3326,5800.87,Credit,2023-11-01,Thousand indeed loss despite past.
1386,1940,6999.54,Withdrawal,2020-08-14,Across draw all feeling visit edge defense poor.
1387,1707,4781.5,Deposit,2022-10-08,Military if college sense.
1388,1723,4103.84,Withdrawal,2020-08-19,Necessary yet save floor despite often minute director.
1389,6677,5365.0,Refund,2024-10-04,This he thank edge church to.
1390,5958,3245.57,Deposit,2022-03-05,First nothing include increase food stand hope.
1391,9085,5731.48,Debit,2022-07-07,Federal memory raise including soon.
1392,4343,656.01,Refund,2023-10-12,Effort attention almost commercial.
1393,5277,7299.48,Transfer,2021-04-15,White series during seven everything industry general space.
1394,3176,3012.99,Debit,2023-07-12,Less yes south Republican skin institution strong.
1395,530,1518.66,Refund,2024-08-02,And begin paper message.
1396,704,6716.4,Transfer,2022-09-06,Indeed president difference mind without wait.
1397,5419,8153.14,Debit,2021-06-30,Congress financial answer up others wrong south.
1398,351,1422.67,Deposit,2024-06-04,Scientist eye such win simple president how.
1399,4454,720.51,Withdrawal,2024-04-13,Page suffer pattern new cover before.
1400,558,9769.48,Debit,2022-06-25,Me forward common method mean same less.
1401,2964,7978.02,Debit,2024-09-01,Win charge central action moment along.
1402,8097,5796.78,Deposit,2021-08-09,Left science help young.
